x y z
0.09 -0.72 0.71
0.09 -0.72 0.71
0.10 -0.72 0.71
0.09 -0.72 0.71
0.10 -0.72 0.71
0.09 -0.72 0.71
0.10 -0.72 0.71
0.09 -0.72 0.71
0.09 -0.72 0.71
0.10 -0.72 0.71
0.09 -0.72 0.71
0.10 -0.72 0.71
0.09 -0.72 0.71
0.10 -0.72 0.71
0.09 -0.72 0.71
0.09 -0.72 0.71
0.09 -0.72 0.71
0.09 -0.72 0.71
0.10 -0.72 0.71
0.09 -0.72 0.71
0.10 -0.72 0.71
0.09 -0.72 0.71
0.09 -0.72 0.71
0.10 -0.72 0.71
0.10 -0.72 0.71
0.10 -0.72 0.71
0.09 -0.72 0.71
0.10 -0.72 0.71
0.09 -0.72 0.71
0.10 -0.72 0.71
0.09 -0.72 0.71
0.09 -0.72 0.71
0.10 -0.72 0.71
0.10 -0.72 0.71
0.10 -0.72 0.71
0.10 -0.72 0.71
0.10 -0.72 0.71
0.09 -0.72 0.71
0.10 -0.72 0.71
0.09 -0.72 0.70
0.09 -0.72 0.71
0.09 -0.72 0.71
0.10 -0.72 0.71
0.10 -0.72 0.71
0.10 -0.72 0.71
0.10 -0.72 0.71
0.09 -0.72 0.71
0.09 -0.72 0.71
0.09 -0.72 0.71
0.09 -0.72 0.71
0.09 -0.72 0.71
0.10 -0.72 0.71
0.10 -0.72 0.71
0.15 -0.72 0.78
0.05 -0.70 0.66
0.09 -0.76 0.68
0.05 -0.70 0.69
0.11 -0.92 0.67
0.08 -0.71 0.73
0.04 -0.72 0.68
0.08 -0.76 0.68
0.10 -0.70 0.73
0.09 -0.74 0.69
0.08 -0.73 0.69
0.09 -0.72 0.70
0.09 -0.73 0.70
0.09 -0.73 0.70
0.09 -0.73 0.70
0.09 -0.73 0.70
0.09 -0.73 0.70
0.09 -0.73 0.70
0.09 -0.73 0.70
0.09 -0.73 0.70
0.09 -0.73 0.70
0.09 -0.73 0.70
0.09 -0.73 0.70
0.21 -0.77 0.80
0.09 -0.79 0.66
0.08 -0.74 0.70
0.12 -0.77 0.67
0.08 -0.73 0.73
0.11 -0.69 0.73
0.18 -0.67 0.76
-0.00 -0.64 0.71
0.09 -0.67 0.72
0.12 -0.68 0.71
0.11 -0.70 0.72
0.11 -0.66 0.70
0.17 -0.72 0.70
0.09 -0.70 0.68
0.04 -0.70 0.66
0.16 -0.72 0.73
0.05 -0.79 0.67
0.10 -0.72 0.65
0.03 -0.76 0.66
0.11 -0.74 0.72
0.10 -0.73 0.74
0.09 -0.69 0.71
0.46 -0.48 0.96
0.13 -0.82 0.75
0.13 -0.72 0.72
0.11 -0.60 0.74
0.08 -0.78 0.67
0.10 -0.71 0.72
0.17 -0.82 0.71
-0.02 -0.81 0.61
-0.05 -0.93 0.54
-0.17 -0.91 -0.06
-0.38 -0.68 -0.50
-0.35 -0.79 -0.77
-0.20 -0.71 -0.71
-0.33 -0.70 -0.47
-0.17 -0.72 -0.67
-0.10 -0.74 -0.69
-0.32 -0.69 -0.64
-0.17 -0.71 -0.61
-0.22 -0.75 -0.67
-0.19 -0.69 -0.65
-0.20 -0.67 -0.68
-0.18 -0.67 -0.72
-0.24 -0.74 -0.66
-0.16 -0.72 -0.58
-0.19 -0.70 -0.63
-0.18 -0.70 -0.50
-0.21 -0.75 -0.60
-0.23 -0.74 -0.63
-0.23 -0.70 -0.64
-0.20 -0.75 -0.66
-0.20 -0.74 -0.59
-0.21 -0.65 -0.67
-0.20 -0.68 -0.63
-0.22 -0.68 -0.66
-0.19 -0.69 -0.63
-0.22 -0.68 -0.63
-0.20 -0.67 -0.65
-0.22 -0.70 -0.66
-0.20 -0.68 -0.66
-0.23 -0.70 -0.59
-0.22 -0.69 -0.63
-0.15 -0.69 -0.66
-0.28 -0.67 -0.63
-0.21 -0.73 -0.63
-0.23 -0.70 -0.62
-0.20 -0.72 -0.63
-0.21 -0.72 -0.64
-0.21 -0.66 -0.65
-0.23 -0.67 -0.63
-0.18 -0.72 -0.63
-0.20 -0.71 -0.65
-0.22 -0.68 -0.69
-0.22 -0.63 -0.61
-0.30 -0.60 -0.66
-0.26 -0.69 -0.65
-0.22 -0.67 -0.70
-0.21 -0.71 -0.69
-0.20 -0.65 -0.63
-0.22 -0.73 -0.60
-0.23 -0.82 -0.52
-0.22 -0.74 -0.67
-0.45 -0.83 -0.67
0.02 -0.30 -0.36
-0.20 -0.64 -0.67
-0.16 -0.75 0.02
-0.38 -0.80 -0.29
-0.61 -0.69 -0.16
-0.41 -0.54 -0.24
-0.20 -1.00 -0.44
-0.08 -1.03 -0.49
-0.12 -0.86 -0.39
-0.23 -0.91 -0.49
-0.25 -0.78 -0.36
-0.06 -0.77 -0.93
-0.17 -0.79 -0.70
-0.24 -0.78 -0.52
-0.28 -0.93 -0.37
-0.60 -0.68 -0.33
-0.74 -0.68 0.05
-0.87 -0.32 0.10
-0.94 -0.51 0.03
-0.96 -0.40 0.15
-0.96 -0.48 0.15
-0.88 -0.53 0.02
-0.79 -0.36 0.07
-0.75 -0.45 0.12
-0.56 -0.68 0.38
-0.75 -0.55 0.25
-0.77 -0.56 0.31
-0.65 -0.46 0.50
-0.76 -0.54 0.45
-0.86 -0.47 0.49
-0.90 -0.67 0.16
-0.74 -0.53 0.34
-0.79 -0.32 0.51
-0.69 -0.53 0.42
-0.80 -0.51 0.52
-0.78 -0.50 0.57
-0.81 -0.60 0.38
-0.80 -0.44 0.17
-0.75 -0.57 0.20
-0.94 -0.41 0.08
-0.90 -0.40 0.07
-1.00 -0.56 0.05
-0.78 -0.33 0.36
-0.89 -0.46 0.09
-0.92 -0.41 0.34
-0.72 -0.25 0.48
-0.88 -0.17 0.44
-0.97 -0.26 0.37
-0.84 -0.19 0.81
-0.82 -0.55 0.72
-0.86 -0.12 0.59
-0.72 -0.23 0.60
-0.50 -0.44 0.75
-0.97 -0.27 0.49
-0.94 -0.44 0.29
-0.93 -0.33 0.28
-0.74 -0.27 0.44
-0.79 -0.27 0.39
-0.89 -0.45 0.19
-0.93 -0.36 0.16
-0.93 -0.45 0.07
-0.83 -0.38 0.11
-0.91 -0.47 0.08
-0.96 -0.48 0.11
-0.95 -0.39 0.09
-0.69 -0.39 0.13
-0.84 -0.35 0.18
-0.98 -0.48 -0.00
-0.88 -0.46 0.20
-0.80 -0.48 0.09
-1.00 -0.45 0.21
-1.01 -0.62 0.07
-0.96 -0.44 0.15
-0.89 -0.37 0.17
-0.88 -0.56 0.06
-1.04 -0.33 0.00
-0.98 -0.58 0.06
-0.87 -0.42 0.05
-0.86 -0.39 0.14
-0.90 -0.52 0.13
-0.94 -0.42 0.04
-0.82 -0.51 0.15
-0.87 -0.39 0.10
-0.91 -0.43 0.07
-0.85 -0.51 0.14
-0.90 -0.44 0.04
-0.92 -0.47 0.12
-0.93 -0.47 0.13
-0.94 -0.42 0.10
-0.72 -0.34 0.08
-0.92 -0.50 0.09
-0.94 -0.45 0.09
-0.84 -0.51 0.07
-0.94 -0.42 0.10
-0.89 -0.49 0.15
-1.02 -0.50 0.08
-0.75 -0.33 0.16
-1.00 -0.50 0.23
-0.98 -0.33 0.12
-0.86 -0.41 0.21
-1.07 -0.54 -0.13
-0.91 -0.60 0.13
-0.93 -0.28 0.21
-0.87 -0.43 -0.02
-0.96 -0.54 0.08
-0.92 -0.45 0.11
-0.88 -0.46 -0.03
-0.94 -0.38 0.05
-0.91 -0.36 0.10
-0.92 -0.37 -0.01
-0.91 -0.45 0.02
-0.96 -0.52 0.11
-0.83 -0.40 0.19
-0.90 -0.46 0.01
-0.95 -0.47 0.06
-0.92 -0.39 0.18
-0.97 -0.49 0.02
-0.74 -0.14 0.19
-1.11 -0.54 -0.31
-0.86 -0.35 0.49
-0.97 -0.45 -0.24
-0.80 -0.46 0.16
-0.86 -0.38 0.15
-0.96 -0.50 -0.14
-0.94 -0.54 0.28
-0.95 -0.32 -0.07
-0.62 -0.41 0.18
-1.10 -0.32 0.03
-0.90 -0.61 0.08
-0.90 -0.28 0.10
-0.93 -0.55 0.06
-0.90 -0.40 0.08
-0.92 -0.57 0.15
-0.96 -0.40 0.09
-0.89 -0.42 0.10
-0.99 -0.47 0.12
-0.85 -0.41 0.06
-0.88 -0.58 0.08
-0.91 -0.33 0.04
-0.90 -0.57 0.11
-0.95 -0.39 0.11
-0.92 -0.41 0.09
-0.95 -0.47 0.07
-0.93 -0.42 0.11
-0.89 -0.54 0.17
-0.96 -0.38 -0.02
-0.82 -0.54 0.11
-0.88 -0.32 0.10
-0.92 -0.47 0.06
-0.85 -0.39 0.10
-0.86 -0.38 0.06
-1.03 -0.53 0.11
-0.80 -0.39 0.07
-0.79 -0.37 0.08
-0.98 -0.45 0.10
-0.94 -0.46 0.09
-0.89 -0.52 0.17
-0.90 -0.43 0.10
-0.88 -0.49 0.05
-0.95 -0.41 0.15
-0.88 -0.35 0.11
-0.83 -0.50 0.04
-1.00 -0.41 0.28
-0.85 -0.51 0.09
-0.89 -0.45 0.02
-0.88 -0.49 0.20
-0.71 -0.31 -0.01
-0.90 -0.48 0.15
-0.99 -0.37 0.10
-0.90 -0.50 0.04
-0.87 -0.36 0.19
-0.84 -0.48 0.03
-0.90 -0.46 0.09
-0.86 -0.46 0.12
-0.81 -0.39 0.05
-0.93 -0.43 0.09
-0.94 -0.44 0.14
-0.68 -0.30 0.06
-1.01 -0.57 0.09
-0.90 -0.41 0.15
-0.82 -0.51 0.02
-1.00 -0.44 0.10
-0.65 -0.36 0.12
-0.86 -0.35 0.03
-0.88 -0.48 0.16
-0.95 -0.38 0.13
-0.93 -0.55 0.07
-0.78 -0.35 0.08
-0.83 -0.47 0.11
-0.94 -0.44 0.05
-0.89 -0.46 0.10
-0.88 -0.38 0.10
-0.87 -0.41 0.07
-0.91 -0.44 0.14
-0.93 -0.43 0.08
-0.97 -0.57 0.07
-0.72 -0.39 0.09
-0.67 -0.36 0.03
-0.97 -0.43 0.19
-0.99 -0.47 0.04
-0.84 -0.38 0.14
-0.89 -0.44 0.10
-0.91 -0.47 0.06
-0.89 -0.49 0.15
-0.89 -0.47 0.05
-0.91 -0.47 0.08
-0.89 -0.41 0.15
-0.93 -0.44 0.06
-0.91 -0.43 0.14
-0.90 -0.45 0.10
-0.93 -0.48 0.07
-0.86 -0.47 0.10
-0.92 -0.44 0.07
-0.89 -0.49 0.09
-0.90 -0.36 0.09
-0.87 -0.46 0.10
-0.93 -0.39 0.09
-0.88 -0.49 0.11
-0.85 -0.43 0.07
-0.89 -0.45 0.10
-0.93 -0.49 0.12
-0.84 -0.38 0.02
-0.87 -0.43 0.16
-0.89 -0.37 0.09
-0.88 -0.48 0.07
-0.94 -0.43 0.16
-0.98 -0.57 0.08
-0.82 -0.42 0.04
-0.91 -0.47 0.13
-0.95 -0.41 0.05
-0.91 -0.45 0.09
-0.91 -0.37 0.12
-0.89 -0.50 0.07
-0.91 -0.45 0.08
-0.88 -0.49 0.12
-0.93 -0.46 0.06
-0.90 -0.44 0.09
-0.92 -0.41 0.11
-0.91 -0.41 0.09
-0.99 -0.47 0.10
-0.92 -0.47 0.10
-0.91 -0.49 0.08
-0.90 -0.47 0.07
-0.89 -0.45 0.08
-0.92 -0.42 0.11
-1.01 -0.45 0.09
-0.92 -0.41 0.09
-0.90 -0.46 0.11
-0.86 -0.43 0.08
-0.86 -0.49 0.08
-0.88 -0.43 0.08
-0.92 -0.46 0.08
-0.90 -0.42 0.07
-0.86 -0.36 0.10
-0.92 -0.45 0.09
-0.94 -0.45 0.07
-0.90 -0.49 0.10
-0.87 -0.46 0.02
-0.84 -0.39 0.20
-0.88 -0.43 0.10
-0.92 -0.43 -0.04
-0.89 -0.40 0.22
-0.91 -0.42 0.03
-0.89 -0.49 0.05
-0.88 -0.42 0.20
-0.89 -0.49 0.01
-0.90 -0.45 0.09
-0.90 -0.41 0.13
-0.92 -0.43 0.01
-0.88 -0.41 0.15
-0.89 -0.44 0.11
-0.89 -0.50 0.03
-0.88 -0.45 0.13
-0.89 -0.46 0.07
-0.91 -0.46 0.05
-0.89 -0.40 0.18
-0.90 -0.43 0.06
-0.97 -0.48 0.11
-0.92 -0.47 0.14
-0.91 -0.47 0.01
-0.88 -0.45 0.10
-1.11 -0.58 0.24
-0.77 -0.37 -0.03
-0.78 -0.42 0.15
-1.04 -0.43 0.13
-0.65 -0.54 0.45
-0.55 -0.39 0.36
-0.54 -0.49 0.71
-0.40 -0.66 0.80
-0.42 -0.48 0.72
-0.49 -0.39 0.63
-0.53 -0.54 0.61
-0.36 -0.57 0.47
-0.37 -0.89 0.97
-0.38 -0.58 0.68
-0.43 -0.60 0.74
-0.14 -0.49 0.79
-0.23 -0.59 0.80
-0.15 -0.71 0.81
-0.11 -0.52 0.82
-0.15 -0.55 1.03
-0.14 -0.45 0.98
-0.11 -0.43 0.96
-0.35 -0.21 0.40
-0.04 -0.74 0.61
-0.03 -0.82 0.71
-0.18 -0.64 0.75
0.32 -0.49 0.92
-0.29 -0.79 0.75
-0.21 -0.66 0.92
-0.23 -0.54 0.78
-0.23 -0.61 0.88
-0.32 -0.53 0.85
-0.21 -0.48 0.84
-0.17 -0.55 0.84
-0.15 -0.53 0.82
-0.06 -0.70 0.82
-0.26 -0.50 0.76
-0.17 -0.47 0.82
-0.28 -0.45 0.88
-0.13 -0.42 0.71
-0.22 -0.65 0.86
-0.23 -0.67 0.90
-0.17 -0.50 0.74
-0.30 -0.49 0.89
-0.19 -0.50 0.87
-0.21 -0.62 0.80
-0.19 -0.75 0.64
-0.31 -0.56 0.63
-0.11 -0.54 0.96
-0.28 -0.36 0.75
-0.20 -0.41 0.83
-0.30 -0.48 0.90
-0.26 -0.04 0.57
-0.46 -0.52 0.89
-0.19 -0.60 0.62
-0.09 -0.64 0.79
-0.15 -0.62 0.85
-0.14 -0.53 0.94
-0.30 -0.55 0.97
-0.20 -0.42 0.99
-0.27 -0.44 0.93
-0.18 -0.43 0.79
-0.29 -0.45 0.75
-0.27 -0.66 0.86
-0.18 -0.80 0.69
-0.49 -0.73 0.46
-0.52 -0.72 0.46
-0.39 -0.93 0.72
-0.27 -0.62 0.70
-0.55 -0.82 0.31
-0.52 -0.67 0.56
-0.67 -0.57 0.40
-0.83 -0.55 0.31
-0.65 -0.58 0.41
-0.89 -0.54 0.22
-0.98 -0.36 0.10
-0.85 -0.51 0.26
-0.93 -0.37 0.08
-0.86 -0.52 0.18
-0.89 -0.43 0.17
-0.84 -0.73 0.33
-0.87 -0.45 0.22
-0.81 -0.54 0.20
-0.86 -0.41 0.18
-0.85 -0.48 0.11
-0.85 -0.41 0.16
-0.86 -0.47 0.16
-0.89 -0.45 0.14
-0.86 -0.47 0.21
-0.88 -0.44 0.18
-0.87 -0.47 0.17
-0.88 -0.45 0.18
-0.88 -0.48 0.14
-0.87 -0.48 0.15
-0.88 -0.47 0.17
-0.88 -0.47 0.16
-0.88 -0.43 0.17
-0.87 -0.45 0.19
-0.89 -0.45 0.16
-0.87 -0.48 0.17
-0.88 -0.47 0.15
-0.87 -0.50 0.15
-0.88 -0.45 0.17
-0.88 -0.47 0.17
-0.88 -0.43 0.17
-0.87 -0.46 0.19
-0.89 -0.45 0.16
-0.87 -0.49 0.16
-0.88 -0.46 0.16
-0.87 -0.49 0.15
-0.88 -0.46 0.16
-0.87 -0.45 0.18
-0.87 -0.45 0.17
-0.87 -0.46 0.18
-0.88 -0.47 0.17
-0.88 -0.47 0.15
-0.87 -0.46 0.15
-0.88 -0.46 0.16
-0.88 -0.47 0.16
-0.87 -0.46 0.18
-0.87 -0.47 0.18
-0.88 -0.46 0.17
-0.88 -0.47 0.16
-0.88 -0.44 0.15
-0.88 -0.46 0.15
-0.88 -0.45 0.16
-0.87 -0.48 0.18
-0.87 -0.47 0.18
-0.86 -0.48 0.18
-0.88 -0.46 0.17
-0.88 -0.46 0.16
-0.88 -0.44 0.15
-0.88 -0.46 0.16
-0.88 -0.46 0.16
-0.87 -0.47 0.18
-0.86 -0.47 0.18
-0.87 -0.47 0.17
-0.88 -0.47 0.17
-0.88 -0.45 0.15
-0.88 -0.46 0.15
-0.88 -0.46 0.16
-0.88 -0.47 0.17
-0.87 -0.46 0.18
-0.87 -0.47 0.18
-0.88 -0.46 0.17
-0.88 -0.47 0.16
-0.88 -0.46 0.15
-0.87 -0.47 0.15
-0.88 -0.46 0.16
-0.88 -0.47 0.17
-0.87 -0.44 0.18
-0.87 -0.46 0.18
-0.88 -0.46 0.16
-0.88 -0.48 0.15
-0.47 -0.17 0.08
-1.51 -0.40 -0.22
-2.32 -1.22 1.97
0.01 -0.01 0.04
-4.00 -0.85 -1.34
0.06 0.05 0.03
0.16 0.04 -0.01
-1.76 -0.19 -1.07
0.27 -0.21 1.46
-0.62 -1.25 -1.60
-0.18 -0.03 1.14
-0.58 -0.37 -1.32
-0.13 -0.27 1.09
-0.08 -0.45 -0.74
-0.76 -0.87 0.23
-0.14 -2.06 -0.07
-0.52 0.35 0.05
-0.18 -1.14 0.83
-1.78 0.52 -0.11
-0.53 -1.45 0.42
-1.15 0.26 0.12
-0.57 -0.94 0.40
-1.44 0.02 0.69
-0.80 -0.90 -0.10
-0.51 -0.29 0.03
-0.45 -0.64 0.19
-1.39 -0.90 0.09
-1.04 -0.17 -0.17
-0.64 -0.38 0.24
-0.99 -0.27 -0.19
-1.23 -0.92 0.15
-1.10 -0.14 0.34
-0.70 -0.57 0.24
-0.82 -0.25 0.30
-1.15 -0.90 0.26
-1.15 -0.66 -0.18
-0.70 -0.23 0.15
-0.74 -0.19 0.09
-1.16 -0.62 0.17
-1.02 -0.94 -0.03
-0.73 -0.48 0.14
-0.78 -0.39 -0.10
-1.20 -0.47 0.09
-0.99 -0.57 0.34
-0.71 -0.56 0.21
-0.68 -0.76 0.05
-1.14 -0.49 0.11
-1.03 -0.56 0.24
-0.70 -0.31 0.16
-0.65 -0.77 0.14
-1.08 -0.68 0.13
-0.96 -0.61 0.07
-0.69 -0.36 0.18
-0.68 -0.92 0.03
-0.93 -0.69 0.15
-0.88 -0.53 -0.00
-0.67 -0.62 0.22
-0.65 -0.82 -0.06
-0.98 -0.40 0.19
-0.91 -0.72 0.08
-0.76 -0.63 0.18
-0.68 -0.62 -0.10
-0.95 -0.32 0.18
-1.02 -0.71 0.13
-0.86 -0.60 0.15
-0.64 -0.63 0.01
-0.96 -0.36 0.07
-1.10 -0.68 0.16
-0.90 -0.34 0.21
-0.64 -0.63 0.19
-0.89 -0.63 0.14
-1.07 -0.68 0.14
-0.97 -0.37 0.12
-0.74 -0.29 0.21
-0.85 -0.56 0.21
-1.10 -0.71 0.22
-0.98 -0.61 0.03
-0.80 -0.27 0.07
-0.89 -0.34 0.16
-1.08 -0.53 0.19
-0.91 -0.68 0.13
-0.73 -0.54 0.12
-0.84 -0.60 0.06
-1.12 -0.58 0.08
-0.97 -0.41 0.14
-0.78 -0.28 0.15
-0.93 -0.36 0.12
-1.08 -0.57 0.20
-0.94 -0.54 0.24
-0.73 -0.53 0.20
-0.84 -0.57 0.19
-1.06 -0.63 0.18
-0.96 -0.50 0.08
-0.81 -0.35 0.03
-0.93 -0.46 0.09
-1.10 -0.58 0.12
-0.96 -0.47 0.16
-0.80 -0.30 0.17
-0.92 -0.42 0.17
-1.07 -0.56 0.20
-0.89 -0.57 0.21
-0.74 -0.51 0.20
-0.85 -0.59 0.18
-1.04 -0.60 0.14
-0.94 -0.49 0.08
-0.82 -0.41 0.03
-0.93 -0.49 0.06
-1.05 -0.59 0.13
-0.94 -0.46 0.12
-0.83 -0.37 0.10
-0.95 -0.49 0.12
-1.06 -0.60 0.14
-0.92 -0.46 0.17
-0.83 -0.34 0.16
-0.94 -0.44 0.18
-1.03 -0.56 0.18
-0.87 -0.56 0.21
-0.77 -0.54 0.17
-0.89 -0.60 0.14
-1.01 -0.57 0.12
-0.92 -0.44 0.07
-0.85 -0.32 0.05
-0.95 -0.40 0.13
-1.02 -0.48 0.18
-0.87 -0.50 0.21
-0.78 -0.53 0.20
-0.89 -0.62 0.14
-1.00 -0.57 0.08
-0.92 -0.39 0.10
-0.85 -0.30 0.13
-0.89 -0.43 0.19
-0.97 -0.63 0.19
-0.91 -0.61 0.09
-0.83 -0.49 0.04
-0.93 -0.39 0.08
-1.00 -0.47 0.16
-0.87 -0.45 0.20
-0.78 -0.57 0.19
-0.91 -0.63 0.12
-0.99 -0.57 0.10
-0.92 -0.39 0.12
-0.82 -0.33 0.19
-0.88 -0.53 0.20
-0.99 -0.64 0.16
-0.90 -0.55 0.06
-0.85 -0.35 0.05
-0.93 -0.40 0.14
-0.97 -0.49 0.20
-0.84 -0.60 0.18
-0.80 -0.58 0.14
-0.91 -0.57 0.10
-1.00 -0.50 0.10
-0.91 -0.37 0.15
-0.83 -0.33 0.19
-0.91 -0.48 0.19
-0.98 -0.61 0.17
-0.88 -0.55 0.10
-0.82 -0.49 0.05
-0.95 -0.49 0.09
-1.01 -0.50 0.14
-0.89 -0.38 0.16
-0.84 -0.33 0.18
-0.93 -0.46 0.19
-0.97 -0.57 0.18
-0.84 -0.57 0.14
-0.79 -0.56 0.12
-0.92 -0.57 0.12
-0.98 -0.53 0.12
-0.88 -0.40 0.08
-0.86 -0.39 0.07
-0.98 -0.52 0.11
-1.00 -0.53 0.16
-0.87 -0.42 0.17
-0.84 -0.35 0.17
-0.95 -0.48 0.18
-0.96 -0.55 0.17
-0.81 -0.55 0.17
-0.80 -0.55 0.15
-0.94 -0.57 0.13
-0.97 -0.50 0.11
-0.86 -0.38 0.07
-0.88 -0.38 0.08
-0.99 -0.47 0.14
-0.95 -0.48 0.19
-0.81 -0.45 0.20
-0.84 -0.52 0.20
-0.97 -0.58 0.15
-0.95 -0.53 0.09
-0.86 -0.37 0.07
-0.89 -0.36 0.11
-0.96 -0.46 0.17
-0.90 -0.55 0.18
-0.81 -0.57 0.14
-0.86 -0.57 0.10
-0.97 -0.51 0.10
-0.93 -0.41 0.14
-0.83 -0.35 0.18
-0.86 -0.48 0.20
-0.96 -0.61 0.15
-0.91 -0.54 0.08
-0.85 -0.41 0.06
-0.91 -0.39 0.11
-0.95 -0.47 0.18
-0.87 -0.52 0.19
-0.81 -0.56 0.16
-0.89 -0.57 0.12
-0.96 -0.51 0.10
-0.90 -0.38 0.13
-0.85 -0.35 0.17
-0.90 -0.48 0.19
-0.94 -0.58 0.16
-0.86 -0.55 0.10
-0.86 -0.48 0.06
-0.95 -0.48 0.10
-0.96 -0.44 0.14
-0.87 -0.39 0.18
-0.85 -0.41 0.20
-0.93 -0.53 0.18
-0.92 -0.56 0.13
-0.85 -0.51 0.08
-0.88 -0.50 0.08
-0.96 -0.50 0.10
-0.93 -0.44 0.14
-0.87 -0.37 0.14
-0.90 -0.42 0.16
-0.94 -0.49 0.18
-0.88 -0.53 0.18
-0.82 -0.52 0.17
-0.87 -0.55 0.15
-0.94 -0.53 0.12
-0.90 -0.47 0.09
-0.87 -0.42 0.08
-0.93 -0.46 0.11
-0.96 -0.47 0.15
-0.89 -0.42 0.17
-0.86 -0.41 0.19
-0.90 -0.50 0.18
-0.92 -0.55 0.14
-0.86 -0.53 0.10
-0.86 -0.51 0.08
-0.93 -0.49 0.09
-0.94 -0.45 0.12
-0.88 -0.37 0.14
-0.88 -0.39 0.16
-0.92 -0.49 0.18
-0.90 -0.55 0.16
-0.84 -0.55 0.12
-0.86 -0.53 0.10
-0.94 -0.49 0.10
-0.93 -0.42 0.12
-0.87 -0.36 0.15
-0.88 -0.41 0.18
-0.92 -0.54 0.17
-0.89 -0.56 0.13
-0.85 -0.52 0.08
-0.90 -0.47 0.08
-0.95 -0.46 0.12
-0.90 -0.40 0.16
-0.84 -0.42 0.19
-0.89 -0.56 0.18
-0.94 -0.57 0.13
-0.88 -0.48 0.08
-0.87 -0.39 0.09
-0.92 -0.42 0.14
-0.92 -0.48 0.18
-0.84 -0.54 0.16
-0.84 -0.56 0.12
-0.91 -0.53 0.10
-0.94 -0.46 0.12
-0.87 -0.38 0.16
-0.85 -0.41 0.19
-0.91 -0.53 0.18
-0.92 -0.56 0.13
-0.87 -0.49 0.08
-0.89 -0.43 0.08
-0.95 -0.45 0.13
-0.91 -0.45 0.18
-0.83 -0.46 0.20
-0.86 -0.52 0.18
-0.93 -0.55 0.14
-0.91 -0.48 0.10
-0.87 -0.39 0.08
-0.91 -0.41 0.12
-0.93 -0.46 0.17
-0.87 -0.50 0.19
-0.82 -0.52 0.18
-0.88 -0.55 0.15
-0.93 -0.52 0.12
-0.90 -0.42 0.10
-0.87 -0.38 0.11
-0.92 -0.42 0.14
-0.92 -0.49 0.18
-0.85 -0.50 0.19
-0.83 -0.53 0.17
-0.90 -0.54 0.14
-0.92 -0.49 0.11
-0.88 -0.41 0.09
-0.89 -0.39 0.11
-0.94 -0.45 0.15
-0.91 -0.48 0.18
-0.84 -0.48 0.20
-0.85 -0.51 0.19
-0.92 -0.54 0.15
-0.91 -0.49 0.10
-0.87 -0.43 0.08
-0.90 -0.44 0.09
-0.94 -0.48 0.14
-0.90 -0.44 0.18
-0.85 -0.42 0.19
-0.88 -0.46 0.18
-0.92 -0.53 0.15
-0.87 -0.52 0.11
-0.84 -0.51 0.09
-0.90 -0.52 0.10
-0.93 -0.49 0.13
-0.88 -0.41 0.13
-0.87 -0.39 0.13
-0.93 -0.45 0.15
-0.92 -0.50 0.17
-0.84 -0.50 0.18
-0.84 -0.51 0.17
-0.91 -0.53 0.14
-0.92 -0.48 0.11
-0.87 -0.41 0.09
-0.90 -0.41 0.11
-0.94 -0.46 0.15
-0.89 -0.48 0.18
-0.83 -0.50 0.18
-0.87 -0.54 0.15
-0.92 -0.53 0.13
-0.90 -0.44 0.11
-0.87 -0.37 0.12
-0.90 -0.43 0.16
-0.91 -0.51 0.16
-0.86 -0.55 0.13
-0.84 -0.52 0.10
-0.90 -0.50 0.10
-0.93 -0.46 0.14
-0.87 -0.40 0.17
-0.85 -0.43 0.19
-0.91 -0.52 0.17
-0.92 -0.53 0.12
-0.87 -0.46 0.08
-0.88 -0.43 0.09
-0.93 -0.46 0.14
-0.89 -0.46 0.18
-0.83 -0.47 0.19
-0.86 -0.52 0.17
-0.92 -0.53 0.14
-0.90 -0.46 0.10
-0.87 -0.39 0.10
-0.91 -0.42 0.13
-0.92 -0.48 0.17
-0.86 -0.51 0.18
-0.83 -0.53 0.16
-0.89 -0.53 0.14
-0.92 -0.49 0.12
-0.89 -0.40 0.11
-0.88 -0.38 0.13
-0.91 -0.44 0.16
-0.90 -0.50 0.17
-0.84 -0.52 0.16
-0.85 -0.53 0.15
-0.90 -0.52 0.13
-0.91 -0.45 0.12
-0.87 -0.39 0.11
-0.89 -0.41 0.13
-0.92 -0.47 0.16
-0.88 -0.49 0.18
-0.83 -0.51 0.18
-0.87 -0.52 0.16
-0.91 -0.51 0.13
-0.89 -0.45 0.10
-0.87 -0.42 0.09
-0.91 -0.45 0.12
-0.92 -0.47 0.16
-0.86 -0.46 0.18
-0.85 -0.46 0.19
-0.89 -0.50 0.16
-0.91 -0.51 0.13
-0.87 -0.48 0.09
-0.88 -0.47 0.09
-0.92 -0.49 0.12
-0.91 -0.45 0.15
-0.87 -0.40 0.16
-0.88 -0.42 0.16
-0.91 -0.49 0.16
-0.88 -0.52 0.14
-0.84 -0.52 0.13
-0.88 -0.52 0.12
-0.92 -0.49 0.12
-0.89 -0.42 0.12
-0.88 -0.39 0.12
-0.90 -0.43 0.14
-0.91 -0.48 0.16
-0.86 -0.51 0.16
-0.84 -0.52 0.15
-0.89 -0.52 0.13
-0.91 -0.47 0.12
-0.88 -0.40 0.12
-0.88 -0.39 0.14
-0.90 -0.46 0.16
-0.89 -0.51 0.15
-0.85 -0.53 0.13
-0.86 -0.52 0.11
